Frequency (Hz)	Level (dB)
1187.500000	-54.532284
1188.476562	-55.850075
1189.453125	-55.942101
1190.429688	-55.815514
1191.406250	-55.144814
1192.382812	-54.772411
1193.359375	-56.250053
1194.335938	-56.252613
1195.312500	-54.822899
1196.289062	-55.172539
1197.265625	-55.405319
1198.242188	-55.271797
1199.218750	-56.926960
1200.195312	-55.973717
1201.171875	-55.043457
1202.148438	-55.787731
1203.125000	-56.702576
1204.101562	-55.401295
1205.078125	-55.586197
1206.054688	-56.924946
1207.031250	-57.074932
1208.007812	-57.102001
1208.984375	-57.549541
1209.960938	-55.829605
1210.937500	-55.307041
1211.914062	-57.273903
1212.890625	-58.090561
1213.867188	-58.527985
