Frequency (Hz)	Level (dB)
1049.804688	-56.216488
1050.781250	-57.655724
1051.757812	-57.931992
1052.734375	-57.164551
1053.710938	-57.143608
1054.687500	-58.884384
1055.664062	-58.508156
1056.640625	-56.884766
1057.617188	-57.142704
1058.593750	-57.808155
1059.570312	-57.227673
1060.546875	-56.678642
1061.523438	-55.727688
1062.500000	-56.331390
1063.476562	-56.800236
1064.453125	-56.234734
1065.429688	-56.586578
1066.406250	-58.446167
1067.382812	-57.001236
1068.359375	-56.841187
1069.335938	-57.445095
1070.312500	-58.978466
1071.289062	-59.203545
1072.265625	-57.838940
1073.242188	-56.955894
1074.218750	-58.153488
1075.195312	-58.264328
1076.171875	-57.697792
1077.148438	-56.924160
1078.125000	-58.113895
1079.101562	-58.134254
1080.078125	-56.890995
1081.054688	-57.169022
1082.031250	-57.922783
1083.007812	-56.901722
1083.984375	-55.118256
1084.960938	-55.602898
1085.937500	-57.229965
1086.914062	-56.981075
1087.890625	-56.651588
1088.867188	-57.457355
1089.843750	-58.510826
1090.820312	-57.806450
1091.796875	-57.409672
1092.773438	-55.813782
1093.750000	-55.311951
1094.726562	-55.470764
1095.703125	-55.684868
1096.679688	-55.977268
1097.656250	-55.719040
1098.632812	-55.556637
1099.609375	-54.915604
1100.585938	-55.979275
1101.562500	-57.143135
1102.539062	-56.914211
1103.515625	-56.641781
1104.492188	-57.383347
1105.468750	-56.545826
1106.445312	-55.453941
1107.421875	-55.404854
1108.398438	-55.094769
1109.375000	-56.294514
1110.351562	-56.071365
1111.328125	-55.307156
1112.304688	-57.771820
1113.281250	-57.278511
1114.257812	-56.094395
1115.234375	-56.323883
1116.210938	-56.054893
1117.187500	-56.401604
1118.164062	-55.267986
1119.140625	-55.012314
1120.117188	-54.201168
1121.093750	-54.381729
1122.070312	-55.949947
1123.046875	-54.630203
1124.023438	-54.673523
1125.000000	-54.965961
1125.976562	-55.990749
1126.953125	-55.963722
1127.929688	-54.407112
1128.906250	-53.860119
1129.882812	-53.080490
1130.859375	-53.387070
1131.835938	-55.077293
1132.812500	-56.172050
1133.789062	-54.241245
1134.765625	-53.945816
1135.742188	-53.946621
1136.718750	-53.987045
1137.695312	-53.178806
1138.671875	-54.781048
1139.648438	-53.794010
1140.625000	-53.160866
1141.601562	-53.477013
1142.578125	-54.955772
1143.554688	-53.200325
1144.531250	-53.203503
1145.507812	-53.191910
1146.484375	-52.302975
1147.460938	-51.312313
1148.437500	-51.726757
1149.414062	-50.797161
1150.390625	-52.347473
1151.367188	-53.253624
1152.343750	-53.581245
1153.320312	-53.298817
1154.296875	-53.168922
1155.273438	-51.415897
1156.250000	-51.601658
1157.226562	-51.879692
1158.203125	-51.422462
1159.179688	-50.884708
1160.156250	-50.748718
1161.132812	-50.917641
1162.109375	-51.080608
1163.085938	-51.484573
1164.062500	-50.855709
1165.039062	-49.971127
1166.015625	-49.713226
1166.992188	-48.701424
1167.968750	-48.153938
1168.945312	-48.932182
1169.921875	-49.236740
1170.898438	-49.597557
1171.875000	-48.311539
1172.851562	-47.124039
1173.828125	-46.309040
1174.804688	-45.137806
1175.781250	-44.809696
1176.757812	-45.176163
1177.734375	-46.296913
1178.710938	-46.480888
1179.687500	-45.579582
1180.664062	-46.078045
1181.640625	-45.786057
1182.617188	-44.265507
1183.593750	-45.198292
1184.570312	-45.357777
1185.546875	-43.866440
1186.523438	-43.632469
1187.500000	-44.037300
1188.476562	-42.231888
1189.453125	-43.145420
1190.429688	-41.180866
1191.406250	-39.803417
1192.382812	-39.568295
1193.359375	-39.725784
1194.335938	-38.315903
1195.312500	-37.266026
1196.289062	-37.249016
1197.265625	-37.040031
1198.242188	-36.319935
1199.218750	-38.166996
1200.195312	-37.772755
1201.171875	-37.436554
1202.148438	-37.823471
1203.125000	-37.935719
1204.101562	-38.209820
1205.078125	-37.822666
1206.054688	-40.798782
1207.031250	-41.196289
1208.007812	-42.236492
1208.984375	-42.371460
1209.960938	-41.846905
1210.937500	-41.293587
1211.914062	-42.801960
1212.890625	-43.936573
1213.867188	-45.387371
