Frequency (Hz)	Level (dB)
2051.757812	-72.410110
2052.734375	-71.923050
2053.710938	-71.333565
2054.687500	-70.719093
2055.664062	-70.729309
2056.640625	-71.044083
2057.617188	-70.161140
2058.593750	-71.199074
2059.570312	-71.554108
2060.546875	-71.300034
2061.523438	-71.092674
2062.500000	-71.109642
2063.476562	-71.053528
2064.453125	-72.847641
2065.429688	-72.941589
2066.406250	-72.205025
2067.382812	-72.065544
2068.359375	-72.780159
2069.335938	-71.946732
2070.312500	-70.614304
2071.289062	-71.084656
2072.265625	-72.322983
2073.242188	-72.516273
2074.218750	-71.660080
2075.195312	-72.575180
2076.171875	-72.777489
2077.148438	-73.061424
2078.125000	-73.954010
2079.101562	-71.425072
2080.078125	-73.129051
2081.054688	-74.618591
2082.031250	-72.485359
2083.007812	-71.989632
2083.984375	-72.693283
2084.960938	-70.888206
2085.937500	-71.936859
2086.914062	-71.771690
2087.890625	-72.003571
2088.867188	-72.841591
2089.843750	-72.422089
2090.820312	-73.385284
2091.796875	-73.766556
2092.773438	-74.711426
2093.750000	-73.782730
2094.726562	-74.675079
2095.703125	-73.396812
2096.679688	-73.557083
2097.656250	-72.442505
2098.632812	-72.525513
2099.609375	-72.375916
2100.585938	-72.687393
2101.562500	-73.342125
2102.539062	-72.511940
2103.515625	-72.558708
2104.492188	-71.965561
2105.468750	-71.914009
2106.445312	-71.716896
2107.421875	-72.214447
2108.398438	-73.201431
2109.375000	-74.979919
2110.351562	-73.971016
2111.328125	-72.467201
2112.304688	-74.177780
2113.281250	-74.666443
2114.257812	-73.043251
2115.234375	-72.836311
2116.210938	-72.166512
2117.187500	-71.726570
2118.164062	-73.280533
2119.140625	-73.890541
2120.117188	-73.416153
2121.093750	-72.213913
2122.070312	-72.452766
2123.046875	-72.809143
2124.023438	-73.622604
2125.000000	-74.936707
2125.976562	-73.584961
2126.953125	-73.440605
2127.929688	-74.625893
2128.906250	-73.141434
2129.882812	-72.315468
2130.859375	-74.262634
2131.835938	-73.587852
2132.812500	-72.775787
2133.789062	-72.977486
2134.765625	-75.391708
2135.742188	-75.812332
2136.718750	-74.089912
2137.695312	-73.709175
2138.671875	-74.011063
2139.648438	-74.478607
2140.625000	-74.200386
2141.601562	-74.008148
2142.578125	-74.280899
2143.554688	-74.638252
2144.531250	-73.576920
2145.507812	-73.740044
2146.484375	-74.035660
2147.460938	-74.196449
2148.437500	-73.591194
2149.414062	-73.497597
2150.390625	-75.152161
2151.367188	-74.846222
2152.343750	-75.549393
2153.320312	-75.168701
2154.296875	-73.267548
2155.273438	-74.305756
2156.250000	-74.457588
2157.226562	-74.317665
2158.203125	-73.518471
2159.179688	-73.627869
2160.156250	-73.880180
2161.132812	-74.515099
2162.109375	-75.733261
2163.085938	-74.673515
2164.062500	-74.492188
2165.039062	-74.559563
2166.015625	-75.214523
2166.992188	-74.621048
2167.968750	-74.439293
2168.945312	-73.612938
2169.921875	-73.979225
2170.898438	-73.402878
2171.875000	-75.013115
2172.851562	-75.347137
2173.828125	-73.950508
2174.804688	-74.117340
2175.781250	-74.821327
2176.757812	-74.995346
2177.734375	-73.445175
2178.710938	-74.125221
2179.687500	-73.910080
2180.664062	-74.925873
2181.640625	-73.462517
2182.617188	-74.045357
2183.593750	-74.584663
2184.570312	-74.062561
2185.546875	-76.332031
2186.523438	-76.223038
2187.500000	-73.872162
2188.476562	-74.405968
2189.453125	-75.001472
2190.429688	-73.558823
2191.406250	-73.427498
2192.382812	-73.884567
2193.359375	-73.409866
2194.335938	-73.839600
2195.312500	-75.018127
2196.289062	-74.038368
2197.265625	-74.362228
2198.242188	-75.349625
2199.218750	-75.610359
2200.195312	-76.204941
2201.171875	-73.912651
2202.148438	-74.227196
2203.125000	-74.508850
2204.101562	-73.418571
2205.078125	-73.426147
2206.054688	-74.408241
2207.031250	-74.531120
2208.007812	-76.576935
2208.984375	-75.655319
2209.960938	-74.330521
2210.937500	-75.611565
2211.914062	-75.378273
2212.890625	-75.816429
2213.867188	-75.924019
2214.843750	-75.693008
2215.820312	-76.738670
2216.796875	-75.465088
2217.773438	-75.082649
2218.750000	-74.994225
2219.726562	-75.620621
2220.703125	-74.362366
2221.679688	-74.337433
2222.656250	-75.263641
2223.632812	-74.397362
2224.609375	-76.169220
2225.585938	-75.899757
2226.562500	-75.130371
2227.539062	-75.405403
2228.515625	-74.810211
2229.492188	-74.382980
2230.468750	-75.181641
2231.445312	-75.254295
2232.421875	-75.441963
2233.398438	-74.906441
2234.375000	-76.603394
2235.351562	-75.784805
2236.328125	-74.837967
2237.304688	-75.619888
2238.281250	-76.135590
2239.257812	-75.906136
2240.234375	-75.676270
2241.210938	-75.353500
2242.187500	-74.757507
2243.164062	-74.917862
2244.140625	-75.904518
2245.117188	-75.352661
2246.093750	-74.188141
2247.070312	-73.286957
2248.046875	-74.707916
2249.023438	-75.500702
2250.000000	-74.442451
2250.976562	-74.366287
2251.953125	-74.438232
2252.929688	-74.295135
2253.906250	-74.862427
2254.882812	-75.192940
2255.859375	-76.337166
2256.835938	-77.891815
2257.812500	-77.569824
2258.789062	-77.007721
2259.765625	-76.544212
2260.742188	-76.242744
2261.718750	-75.917839
2262.695312	-75.664612
2263.671875	-76.629051
2264.648438	-75.364342
2265.625000	-74.386894
2266.601562	-74.991158
2267.578125	-75.529228
2268.554688	-74.628571
2269.531250	-74.342590
2270.507812	-76.076042
2271.484375	-76.132004
2272.460938	-76.367096
2273.437500	-76.566154
2274.414062	-76.556915
2275.390625	-77.011749
2276.367188	-76.540871
2277.343750	-77.268387
2278.320312	-76.467468
2279.296875	-75.420479
2280.273438	-75.656319
2281.250000	-75.017990
2282.226562	-74.588585
2283.203125	-75.230469
2284.179688	-76.064674
2285.156250	-75.375748
2286.132812	-74.448181
2287.109375	-74.498734
2288.085938	-74.257126
2289.062500	-74.816582
2290.039062	-74.592499
2291.015625	-76.095505
2291.992188	-76.972496
2292.968750	-75.985466
2293.945312	-75.444756
2294.921875	-74.383232
2295.898438	-75.684105
2296.875000	-76.622246
2297.851562	-75.853683
2298.828125	-75.581360
2299.804688	-76.234016
2300.781250	-76.047585
2301.757812	-74.111458
2302.734375	-73.736443
2303.710938	-74.021423
2304.687500	-76.062126
2305.664062	-75.147835
2306.640625	-74.558426
2307.617188	-74.050201
2308.593750	-74.831169
2309.570312	-74.934326
2310.546875	-74.768196
2311.523438	-73.349396
2312.500000	-74.255493
2313.476562	-75.146393
2314.453125	-74.244652
2315.429688	-74.233749
2316.406250	-74.726082
2317.382812	-74.409058
2318.359375	-74.976326
2319.335938	-74.549477
2320.312500	-74.837051
2321.289062	-75.523834
2322.265625	-73.949150
2323.242188	-74.695427
2324.218750	-75.920219
2325.195312	-74.906654
2326.171875	-73.041687
2327.148438	-74.121155
2328.125000	-74.826653
2329.101562	-75.366234
2330.078125	-75.092819
2331.054688	-75.129669
2332.031250	-74.838791
2333.007812	-75.752228
2333.984375	-76.616287
2334.960938	-75.465691
2335.937500	-75.525009
2336.914062	-73.849129
2337.890625	-74.628380
2338.867188	-75.557892
2339.843750	-74.238167
2340.820312	-74.669136
2341.796875	-75.637245
2342.773438	-74.552139
2343.750000	-74.880768
2344.726562	-73.282715
2345.703125	-73.718086
2346.679688	-74.394463
2347.656250	-75.570641
2348.632812	-74.934319
2349.609375	-75.083931
2350.585938	-75.330185
2351.562500	-74.654404
2352.539062	-74.188690
2353.515625	-75.089737
2354.492188	-75.289505
2355.468750	-75.273697
2356.445312	-74.739952
2357.421875	-73.407890
2358.398438	-73.706940
2359.375000	-75.136749
2360.351562	-74.641258
2361.328125	-74.593887
2362.304688	-74.006584
2363.281250	-76.065002
2364.257812	-76.634949
2365.234375	-76.180046
2366.210938	-76.886009
2367.187500	-75.696045
2368.164062	-73.854378
2369.140625	-75.598480
2370.117188	-75.897743
2371.093750	-75.981598
2372.070312	-74.521217
2373.046875	-74.689224
2374.023438	-74.208282
2375.000000	-74.574944
2375.976562	-74.950867
2376.953125	-75.230675
2377.929688	-74.547050
2378.906250	-73.358604
2379.882812	-73.142624
2380.859375	-72.568153
2381.835938	-73.379089
2382.812500	-74.112267
2383.789062	-74.288719
2384.765625	-74.356598
2385.742188	-73.447884
2386.718750	-74.689949
2387.695312	-76.757736
2388.671875	-75.133736
2389.648438	-74.968285
2390.625000	-75.200844
2391.601562	-75.109825
2392.578125	-73.017113
2393.554688	-74.867218
2394.531250	-75.500305
2395.507812	-76.273178
2396.484375	-75.224327
2397.460938	-76.108040
2398.437500	-74.566833
2399.414062	-73.606033
2400.390625	-72.549866
2401.367188	-72.543671
2402.343750	-73.606110
2403.320312	-75.742226
2404.296875	-74.705078
2405.273438	-73.504074
2406.250000	-74.169174
2407.226562	-73.845413
2408.203125	-73.902664
2409.179688	-76.759644
2410.156250	-75.114586
2411.132812	-73.950089
2412.109375	-75.077621
2413.085938	-75.175056
2414.062500	-74.586487
2415.039062	-73.170601
2416.015625	-73.532913
2416.992188	-75.506264
2417.968750	-75.985558
2418.945312	-74.479836
2419.921875	-73.210831
2420.898438	-72.600616
2421.875000	-73.579834
2422.851562	-74.279495
2423.828125	-74.241791
2424.804688	-73.574005
2425.781250	-73.605530
2426.757812	-74.798737
2427.734375	-75.233826
2428.710938	-74.242500
2429.687500	-75.016129
2430.664062	-74.388153
2431.640625	-74.941566
2432.617188	-74.250717
2433.593750	-73.898911
2434.570312	-72.869865
2435.546875	-72.538902
2436.523438	-73.775764
2437.500000	-73.222809
2438.476562	-74.405571
2439.453125	-74.953621
2440.429688	-76.360138
2441.406250	-75.878830
2442.382812	-73.699799
2443.359375	-73.708351
2444.335938	-75.217148
2445.312500	-74.883080
2446.289062	-74.565895
2447.265625	-74.541656
2448.242188	-73.436882
2449.218750	-73.442635
2450.195312	-74.036133
2451.171875	-72.586166
2452.148438	-72.263458
2453.125000	-72.071243
2454.101562	-73.683914
2455.078125	-74.213470
2456.054688	-72.788895
2457.031250	-72.297668
2458.007812	-73.768227
2458.984375	-73.122147
2459.960938	-73.296684
2460.937500	-73.277084
2461.914062	-74.046776
2462.890625	-74.565178
2463.867188	-74.552399
2464.843750	-74.792763
2465.820312	-74.798233
2466.796875	-73.104843
2467.773438	-72.843056
2468.750000	-73.220406
2469.726562	-73.031136
2470.703125	-72.335358
2471.679688	-73.001038
2472.656250	-72.784920
2473.632812	-72.350075
2474.609375	-72.229012
2475.585938	-73.447838
2476.562500	-74.413826
2477.539062	-72.627281
2478.515625	-72.597137
2479.492188	-74.274101
2480.468750	-72.525192
2481.445312	-72.072197
2482.421875	-71.041092
2483.398438	-71.836624
2484.375000	-72.478737
2485.351562	-73.484505
2486.328125	-74.131721
2487.304688	-73.169411
2488.281250	-71.273735
2489.257812	-71.588745
2490.234375	-70.408325
2491.210938	-73.953979
2492.187500	-73.397728
2493.164062	-72.922447
2494.140625	-73.724823
2495.117188	-73.218552
2496.093750	-72.229332
2497.070312	-72.953331
2498.046875	-74.148308
2499.023438	-73.562843
2500.000000	-72.629616
2500.976562	-71.624306
2501.953125	-71.882225
2502.929688	-72.851906
2503.906250	-72.312714
2504.882812	-71.151054
2505.859375	-72.129799
2506.835938	-71.319992
2507.812500	-71.853325
2508.789062	-72.182449
2509.765625	-71.493935
2510.742188	-71.085938
2511.718750	-70.902878
2512.695312	-72.817589
2513.671875	-72.516907
2514.648438	-71.405144
2515.625000	-72.488396
2516.601562	-72.013306
2517.578125	-72.200699
2518.554688	-72.107109
2519.531250	-71.449692
2520.507812	-70.235909
2521.484375	-70.615181
2522.460938	-72.600403
2523.437500	-71.313744
2524.414062	-72.780907
2525.390625	-71.131042
2526.367188	-70.113358
2527.343750	-69.703621
2528.320312	-69.590828
2529.296875	-70.263176
2530.273438	-71.772110
2531.250000	-71.371017
2532.226562	-72.421082
2533.203125	-71.308853
2534.179688	-70.148422
2535.156250	-71.914871
2536.132812	-71.622414
2537.109375	-71.705750
2538.085938	-71.088997
2539.062500	-70.648376
2540.039062	-71.160606
2541.015625	-71.138588
2541.992188	-72.522964
2542.968750	-72.077164
2543.945312	-69.696625
2544.921875	-69.922089
2545.898438	-71.168930
2546.875000	-72.366211
2547.851562	-72.306641
2548.828125	-70.283195
2549.804688	-70.036690
2550.781250	-69.674538
2551.757812	-69.395775
2552.734375	-68.697205
2553.710938	-69.281715
2554.687500	-70.665710
2555.664062	-70.918999
2556.640625	-71.186874
2557.617188	-70.108253
2558.593750	-69.979279
2559.570312	-70.516960
2560.546875	-69.935478
2561.523438	-70.356979
2562.500000	-69.771225
2563.476562	-69.726631
2564.453125	-70.220192
2565.429688	-70.062683
2566.406250	-70.239891
2567.382812	-69.750740
2568.359375	-70.567276
2569.335938	-71.286026
2570.312500	-69.404457
2571.289062	-68.418427
2572.265625	-69.549568
2573.242188	-70.518570
2574.218750	-68.820168
2575.195312	-69.267647
2576.171875	-70.326942
2577.148438	-70.392029
2578.125000	-68.823532
2579.101562	-69.188759
2580.078125	-69.544815
2581.054688	-69.022224
2582.031250	-69.114555
2583.007812	-69.966698
2583.984375	-71.138908
2584.960938	-70.470520
2585.937500	-68.616539
2586.914062	-68.293358
2587.890625	-70.543854
2588.867188	-68.532578
2589.843750	-67.785820
2590.820312	-68.764702
2591.796875	-68.308861
2592.773438	-67.263634
2593.750000	-67.525154
2594.726562	-68.867493
2595.703125	-69.662186
2596.679688	-68.326469
2597.656250	-67.189781
2598.632812	-66.728035
2599.609375	-66.330246
2600.585938	-67.049835
2601.562500	-68.366638
2602.539062	-69.377792
2603.515625	-67.785370
2604.492188	-67.252975
2605.468750	-67.860085
2606.445312	-67.062637
2607.421875	-66.583145
2608.398438	-68.053154
2609.375000	-68.371040
2610.351562	-66.634483
2611.328125	-66.319435
2612.304688	-68.168007
2613.281250	-68.232399
2614.257812	-67.924118
2615.234375	-67.200089
2616.210938	-64.999130
2617.187500	-66.049858
2618.164062	-67.591011
2619.140625	-65.851303
2620.117188	-66.693138
2621.093750	-67.811821
2622.070312	-68.293907
2623.046875	-65.826538
2624.023438	-64.588753
2625.000000	-64.509445
2625.976562	-64.978477
2626.953125	-67.542191
2627.929688	-67.820908
2628.906250	-67.473404
2629.882812	-66.592728
2630.859375	-66.614990
2631.835938	-65.424751
2632.812500	-65.254112
2633.789062	-66.693649
2634.765625	-66.552795
2635.742188	-65.822456
2636.718750	-65.896751
2637.695312	-66.202858
2638.671875	-66.243813
2639.648438	-65.855186
2640.625000	-64.851982
2641.601562	-66.080345
2642.578125	-66.902451
2643.554688	-65.426170
2644.531250	-65.823158
2645.507812	-66.701813
2646.484375	-65.592400
2647.460938	-65.774918
2648.437500	-63.952770
2649.414062	-63.561085
2650.390625	-63.843449
2651.367188	-64.573021
2652.343750	-64.460785
2653.320312	-63.898312
2654.296875	-64.313629
2655.273438	-63.755203
2656.250000	-63.086609
2657.226562	-63.548306
2658.203125	-64.281067
2659.179688	-65.664635
2660.156250	-66.162125
2661.132812	-66.086006
2662.109375	-65.792374
2663.085938	-63.256592
2664.062500	-64.133881
2665.039062	-63.747601
2666.015625	-63.575096
2666.992188	-63.839710
2667.968750	-63.404152
2668.945312	-65.353584
2669.921875	-64.983414
2670.898438	-64.701180
2671.875000	-64.511162
2672.851562	-65.084694
2673.828125	-63.804688
2674.804688	-65.647507
2675.781250	-65.494781
2676.757812	-64.613426
2677.734375	-65.108513
2678.710938	-64.758324
2679.687500	-64.884544
2680.664062	-64.689758
2681.640625	-65.454369
2682.617188	-65.320473
2683.593750	-64.548592
2684.570312	-65.365814
2685.546875	-66.817795
2686.523438	-65.367958
2687.500000	-64.462990
2688.476562	-64.925804
2689.453125	-66.751877
2690.429688	-66.173599
2691.406250	-64.529541
2692.382812	-64.516739
2693.359375	-63.873474
2694.335938	-65.792038
2695.312500	-66.171257
2696.289062	-65.404015
2697.265625	-65.114471
2698.242188	-66.006119
2699.218750	-64.898407
2700.195312	-66.148544
2701.171875	-65.741859
2702.148438	-65.936203
2703.125000	-66.561317
2704.101562	-66.776337
2705.078125	-66.192650
2706.054688	-67.500046
2707.031250	-67.503845
2708.007812	-66.259735
2708.984375	-67.570496
2709.960938	-67.557175
2710.937500	-67.261848
2711.914062	-67.320320
2712.890625	-67.367790
2713.867188	-67.306633
2714.843750	-68.383667
2715.820312	-68.915131
2716.796875	-68.612175
2717.773438	-68.231369
2718.750000	-67.453896
2719.726562	-68.028709
2720.703125	-67.873360
2721.679688	-67.260864
2722.656250	-68.904427
2723.632812	-70.054733
2724.609375	-69.121742
2725.585938	-68.529861
2726.562500	-68.954124
2727.539062	-68.864685
2728.515625	-69.626869
2729.492188	-68.928230
2730.468750	-71.096802
2731.445312	-70.201408
2732.421875	-68.683685
2733.398438	-68.486313
2734.375000	-67.762672
2735.351562	-68.879021
2736.328125	-68.376633
2737.304688	-68.433350
2738.281250	-67.959229
2739.257812	-68.676781
2740.234375	-69.068207
2741.210938	-70.348656
2742.187500	-70.574661
2743.164062	-69.307449
2744.140625	-69.165939
2745.117188	-69.874947
2746.093750	-71.244560
2747.070312	-69.819702
2748.046875	-68.037437
2749.023438	-69.198654
2750.000000	-69.588470
2750.976562	-69.434433
2751.953125	-69.563553
2752.929688	-68.739319
2753.906250	-69.811539
2754.882812	-69.837524
2755.859375	-70.111809
2756.835938	-70.413139
2757.812500	-71.013069
2758.789062	-69.874550
2759.765625	-70.600555
2760.742188	-70.597549
2761.718750	-69.151039
2762.695312	-69.430183
2763.671875	-69.932281
2764.648438	-71.861778
2765.625000	-71.237961
2766.601562	-70.259048
2767.578125	-70.029732
2768.554688	-71.913414
2769.531250	-72.032188
2770.507812	-72.372536
2771.484375	-73.464317
2772.460938	-72.248360
2773.437500	-71.398575
2774.414062	-70.932877
2775.390625	-71.116631
2776.367188	-71.604927
2777.343750	-72.088318
2778.320312	-70.337410
2779.296875	-71.700615
2780.273438	-70.367470
2781.250000	-72.307373
2782.226562	-71.988281
2783.203125	-71.882568
2784.179688	-72.754539
2785.156250	-73.186134
2786.132812	-73.086876
2787.109375	-72.471008
2788.085938	-71.317467
2789.062500	-72.588982
2790.039062	-71.645851
2791.015625	-70.524475
2791.992188	-71.401764
2792.968750	-71.794563
2793.945312	-71.897614
2794.921875	-73.632904
2795.898438	-73.246925
2796.875000	-73.906174
2797.851562	-72.133789
2798.828125	-72.610840
2799.804688	-73.353645
2800.781250	-71.895554
2801.757812	-72.566620
2802.734375	-74.432091
2803.710938	-72.581375
2804.687500	-72.931450
2805.664062	-74.837021
2806.640625	-73.560333
2807.617188	-74.078796
2808.593750	-74.687660
2809.570312	-74.136490
2810.546875	-73.876686
2811.523438	-73.093185
2812.500000	-73.954132
2813.476562	-73.481133
2814.453125	-73.726303
2815.429688	-74.442856
2816.406250	-74.063858
2817.382812	-73.584335
2818.359375	-73.872780
2819.335938	-74.026489
2820.312500	-73.902786
2821.289062	-73.989075
2822.265625	-73.720123
2823.242188	-74.178925
2824.218750	-73.922554
2825.195312	-74.014656
2826.171875	-74.916710
2827.148438	-75.094322
2828.125000	-76.834953
2829.101562	-76.073891
2830.078125	-75.442894
2831.054688	-75.396484
2832.031250	-73.751846
2833.007812	-74.559845
2833.984375	-74.769043
2834.960938	-75.343956
2835.937500	-76.840729
2836.914062	-72.726196
2837.890625	-73.421547
2838.867188	-76.648613
2839.843750	-74.779526
2840.820312	-74.257164
2841.796875	-75.263489
2842.773438	-75.240707
2843.750000	-75.806931
2844.726562	-75.570564
2845.703125	-75.457642
2846.679688	-74.943153
2847.656250	-74.740211
2848.632812	-74.686455
2849.609375	-74.522636
2850.585938	-75.250870
2851.562500	-77.163803
2852.539062	-76.242981
2853.515625	-75.451508
2854.492188	-76.151115
2855.468750	-75.254601
2856.445312	-74.440956
2857.421875	-75.050690
2858.398438	-75.999954
2859.375000	-76.587082
2860.351562	-73.252365
2861.328125	-74.914444
2862.304688	-75.869522
2863.281250	-74.697807
2864.257812	-74.662025
2865.234375	-75.410919
2866.210938	-76.982300
2867.187500	-75.663162
2868.164062	-74.314880
2869.140625	-75.768890
2870.117188	-75.850456
2871.093750	-76.427315
2872.070312	-77.073677
2873.046875	-77.687141
2874.023438	-76.787323
2875.000000	-76.475342
2875.976562	-76.880074
2876.953125	-77.576920
2877.929688	-76.157928
2878.906250	-75.596558
2879.882812	-76.046898
2880.859375	-77.195274
2881.835938	-77.440353
2882.812500	-77.312660
2883.789062	-75.750458
2884.765625	-75.369835
2885.742188	-75.320915
2886.718750	-75.407974
2887.695312	-77.213997
2888.671875	-76.186363
2889.648438	-75.833862
2890.625000	-76.788139
2891.601562	-76.114265
2892.578125	-76.291733
2893.554688	-75.809227
2894.531250	-76.882370
2895.507812	-78.118057
2896.484375	-75.943878
2897.460938	-75.363953
2898.437500	-77.131401
2899.414062	-77.775452
2900.390625	-75.720978
2901.367188	-75.520935
2902.343750	-77.257545
2903.320312	-77.275986
2904.296875	-76.557930
2905.273438	-77.736084
2906.250000	-78.094994
2907.226562	-77.140938
2908.203125	-76.826111
2909.179688	-76.986649
2910.156250	-77.613846
2911.132812	-77.334419
2912.109375	-75.923416
2913.085938	-76.194763
2914.062500	-77.579185
2915.039062	-76.997780
2916.015625	-76.540428
2916.992188	-76.097992
2917.968750	-76.915016
2918.945312	-77.946678
2919.921875	-78.397530
2920.898438	-77.228745
2921.875000	-77.961418
2922.851562	-78.422279
2923.828125	-78.148338
2924.804688	-77.116615
2925.781250	-75.583351
2926.757812	-75.319664
2927.734375	-76.180969
2928.710938	-77.924316
2929.687500	-77.044403
2930.664062	-78.589470
2931.640625	-78.779572
2932.617188	-77.975861
2933.593750	-77.971138
2934.570312	-77.690964
2935.546875	-77.985504
2936.523438	-77.910431
2937.500000	-77.922180
2938.476562	-77.952759
2939.453125	-77.006615
2940.429688	-78.139793
2941.406250	-77.182564
2942.382812	-77.865570
2943.359375	-77.233910
2944.335938	-76.561043
2945.312500	-76.887383
2946.289062	-77.066071
2947.265625	-79.239479
2948.242188	-79.721031
2949.218750	-79.289467
2950.195312	-79.597763
2951.171875	-79.005974
2952.148438	-79.157227
2953.125000	-79.705978
2954.101562	-78.637611
2955.078125	-78.540138
2956.054688	-79.723946
2957.031250	-78.904770
2958.007812	-79.624428
2958.984375	-81.254654
2959.960938	-79.230583
2960.937500	-77.156212
2961.914062	-76.716576
2962.890625	-77.781204
2963.867188	-77.248383
2964.843750	-78.119019
2965.820312	-79.898720
2966.796875	-78.986519
2967.773438	-79.556076
2968.750000	-79.250130
2969.726562	-79.150970
2970.703125	-79.496910
2971.679688	-78.796928
2972.656250	-76.815399
2973.632812	-76.783882
2974.609375	-78.241859
2975.585938	-78.424553
2976.562500	-79.935226
2977.539062	-79.278839
2978.515625	-79.104553
2979.492188	-78.872765
2980.468750	-77.659935
2981.445312	-77.421547
2982.421875	-78.357643
2983.398438	-77.980804
2984.375000	-78.072929
2985.351562	-78.612373
2986.328125	-78.514542
2987.304688	-77.949142
2988.281250	-77.469292
2989.257812	-77.293510
2990.234375	-78.234856
2991.210938	-78.762199
2992.187500	-78.788498
2993.164062	-77.901947
2994.140625	-76.888336
2995.117188	-78.022942
2996.093750	-79.051376
2997.070312	-78.035088
2998.046875	-77.748749
2999.023438	-77.447189
3000.000000	-78.593277
3000.976562	-79.675346
3001.953125	-81.416534
3002.929688	-79.383026
3003.906250	-77.733002
3004.882812	-76.960396
3005.859375	-76.611771
3006.835938	-79.257217
3007.812500	-79.113068
3008.789062	-78.845177
3009.765625	-79.107414
3010.742188	-79.388924
3011.718750	-79.624840
3012.695312	-79.530380
3013.671875	-78.211678
3014.648438	-78.801315
3015.625000	-78.805298
3016.601562	-78.176476
3017.578125	-78.715332
3018.554688	-79.130600
3019.531250	-78.217331
3020.507812	-78.759430
3021.484375	-79.747589
3022.460938	-80.318085
3023.437500	-80.318039
3024.414062	-79.360558
3025.390625	-79.558800
3026.367188	-78.898033
3027.343750	-79.453835
3028.320312	-79.506935
3029.296875	-79.391884
3030.273438	-78.640961
3031.250000	-78.363853
3032.226562	-77.986702
3033.203125	-80.440056
3034.179688	-80.006439
3035.156250	-79.627869
3036.132812	-78.102196
3037.109375	-76.408340
3038.085938	-76.734909
3039.062500	-77.463188
3040.039062	-78.671280
3041.015625	-79.550957
3041.992188	-78.352119
3042.968750	-77.915802
3043.945312	-79.369629
3044.921875	-79.033752
3045.898438	-79.856514
3046.875000	-79.222969
3047.851562	-79.268066
3048.828125	-80.188690
3049.804688	-79.028862
3050.781250	-80.383034
3051.757812	-79.443886
3052.734375	-77.466721
3053.710938	-78.079910
3054.687500	-78.481346
3055.664062	-79.005692
3056.640625	-79.610252
3057.617188	-80.174698
3058.593750	-80.628113
3059.570312	-80.011917
3060.546875	-78.756302
3061.523438	-76.900719
3062.500000	-74.588852
3063.476562	-78.072166
3064.453125	-79.524193
3065.429688	-79.953636
3066.406250	-79.806885
3067.382812	-78.982567
3068.359375	-77.604744
3069.335938	-77.777451
3070.312500	-79.063782
3071.289062	-80.235977
3072.265625	-80.238213
3073.242188	-77.613319
3074.218750	-77.879074
3075.195312	-78.886269
3076.171875	-79.489548
3077.148438	-79.992096
3078.125000	-79.528107
3079.101562	-77.509834
3080.078125	-78.026718
3081.054688	-79.193542
3082.031250	-79.604736
3083.007812	-79.174721
3083.984375	-78.930901
3084.960938	-79.094833
3085.937500	-79.501305
3086.914062	-78.985786
3087.890625	-79.015488
3088.867188	-80.420189
3089.843750	-80.725899
3090.820312	-79.682457
3091.796875	-77.990570
3092.773438	-79.730690
3093.750000	-79.364136
3094.726562	-80.262207
3095.703125	-80.713181
3096.679688	-78.558899
3097.656250	-79.338821
3098.632812	-79.519295
3099.609375	-79.419670
3100.585938	-78.866341
3101.562500	-77.971893
3102.539062	-77.820732
3103.515625	-77.310188
3104.492188	-78.296043
3105.468750	-80.017738
3106.445312	-81.128876
3107.421875	-78.300430
3108.398438	-77.354736
3109.375000	-77.710098
3110.351562	-79.161911
3111.328125	-79.974136
3112.304688	-78.900841
3113.281250	-79.206535
3114.257812	-78.480011
3115.234375	-79.384056
3116.210938	-79.603615
3117.187500	-78.771347
3118.164062	-78.310234
3119.140625	-78.860748
3120.117188	-79.542648
3121.093750	-79.400627
3122.070312	-79.588264
3123.046875	-78.306160
3124.023438	-80.130325
3125.000000	-80.159821
3125.976562	-78.600975
3126.953125	-77.822266
3127.929688	-78.047523
3128.906250	-76.963745
3129.882812	-78.382439
3130.859375	-78.358528
3131.835938	-78.865776
3132.812500	-79.000130
3133.789062	-79.129898
3134.765625	-79.666687
3135.742188	-77.400764
3136.718750	-77.296227
3137.695312	-78.133217
3138.671875	-80.118156
3139.648438	-78.972809
3140.625000	-79.083565
3141.601562	-79.083214
3142.578125	-78.213791
3143.554688	-79.094742
3144.531250	-78.254150
3145.507812	-77.480606
3146.484375	-77.643639
3147.460938	-79.775078
3148.437500	-78.689270
3149.414062	-78.852341
3150.390625	-79.308647
3151.367188	-79.949959
3152.343750	-78.229553
3153.320312	-79.177742
3154.296875	-78.899879
3155.273438	-78.284378
3156.250000	-78.412636
3157.226562	-78.094788
3158.203125	-78.157890
3159.179688	-78.187408
3160.156250	-77.352028
3161.132812	-78.719559
3162.109375	-78.834084
3163.085938	-78.073387
3164.062500	-78.864723
3165.039062	-79.334564
3166.015625	-78.004082
3166.992188	-78.001335
3167.968750	-78.126320
3168.945312	-78.771652
3169.921875	-78.111946
3170.898438	-78.565392
3171.875000	-77.727356
3172.851562	-78.762421
3173.828125	-79.748016
3174.804688	-78.206017
3175.781250	-77.253937
3176.757812	-78.110649
3177.734375	-77.293701
3178.710938	-76.998688
3179.687500	-77.805725
3180.664062	-76.905220
3181.640625	-78.134666
3182.617188	-77.273666
3183.593750	-76.648750
3184.570312	-78.111458
3185.546875	-78.602226
3186.523438	-78.813286
3187.500000	-79.246750
3188.476562	-77.563560
