Frequency (Hz)	Level (dB)
1147.460938	-48.381859
1148.437500	-48.945728
1149.414062	-49.479698
1150.390625	-49.514729
1151.367188	-50.008720
1152.343750	-49.758785
1153.320312	-49.894070
1154.296875	-50.705791
1155.273438	-49.971043
1156.250000	-49.885445
1157.226562	-49.820072
1158.203125	-50.687244
1159.179688	-51.937424
1160.156250	-52.406635
1161.132812	-51.916012
1162.109375	-51.575851
1163.085938	-51.117081
1164.062500	-52.726761
1165.039062	-52.934338
1166.015625	-51.044678
1166.992188	-51.938847
1167.968750	-51.261993
1168.945312	-51.615570
1169.921875	-52.758812
1170.898438	-54.405399
1171.875000	-52.623524
1172.851562	-51.931927
1173.828125	-51.126827
1174.804688	-51.655701
1175.781250	-52.246609
1176.757812	-52.641834
1177.734375	-53.739727
1178.710938	-52.901932
1179.687500	-52.403786
1180.664062	-53.816124
1181.640625	-54.295620
1182.617188	-53.778999
1183.593750	-54.656551
1184.570312	-54.829563
1185.546875	-54.547306
1186.523438	-54.713329
1187.500000	-53.398586
1188.476562	-54.462795
1189.453125	-55.306538
1190.429688	-55.569584
1191.406250	-54.867702
1192.382812	-54.218479
1193.359375	-55.000839
1194.335938	-54.675327
1195.312500	-53.783787
1196.289062	-55.517330
1197.265625	-54.593220
1198.242188	-54.300083
1199.218750	-55.654976
1200.195312	-55.347507
1201.171875	-54.647335
1202.148438	-53.944592
1203.125000	-55.039143
1204.101562	-54.655479
1205.078125	-54.790367
1206.054688	-56.036407
1207.031250	-56.234383
1208.007812	-56.324997
1208.984375	-56.330921
1209.960938	-54.018593
1210.937500	-53.962753
1211.914062	-55.230427
1212.890625	-56.594013
1213.867188	-57.304977
1214.843750	-57.550903
